Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,1st Round,3,El Aynaoui Y.,Alami K.,El Aynaoui Y.,21,43,-1,-1,-1.0,-1.0,7-6 3-6 6-3
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,1st Round,3,Phau B.,Escude N.,Escude N.,215,41,-1,-1,-1.0,-1.0,3-6 4-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,1st Round,3,Ferreira W.,Vinck C.,Ferreira W.,19,113,-1,-1,-1.0,-1.0,6-3 6-7 6-4
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,1st Round,3,Haas T.,Grosjean S.,Grosjean S.,20,32,-1,-1,-1.0,-1.0,4-6 2-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,1st Round,3,Hrbaty D.,Moya C.,Hrbaty D.,22,38,-1,-1,-1.0,-1.0,6-3 3-6 6-2
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,1st Round,3,Clavet F.,Johansson T.,Johansson T.,46,58,-1,-1,-1.0,-1.0,6-7 7-6 4-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,1st Round,3,Krajicek R.,Martin A.,Krajicek R.,37,83,-1,-1,-1.0,-1.0,6-2 6-4
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,1st Round,3,Gaudio G.,Pavel A.,Pavel A.,30,34,-1,-1,-1.0,-1.0,4-6 6-4 0-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,1st Round,3,Rosset M.,Schuettler R.,Rosset M.,28,56,-1,-1,-1.0,-1.0,3-6 6-4 6-3
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,1st Round,3,Golmard J.,Rusedski G.,Rusedski G.,39,89,-1,-1,-1.0,-1.0,1-6 2-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,1st Round,3,Santoro F.,Ivanisevic G.,Santoro F.,36,121,-1,-1,-1.0,-1.0,6-3 7-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Johansson T.,Agassi A.,Agassi A.,58,6,-1,-1,-1.0,-1.0,4-6 2-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Chang M.,Corretja A.,Chang M.,24,9,-1,-1,-1.0,-1.0,1-6 7-5 6-0
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Ferrero J.C.,El Aynaoui Y.,El Aynaoui Y.,11,21,-1,-1,-1.0,-1.0,6-7 4-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Ferreira W.,Enqvist T.,Ferreira W.,19,7,-1,-1,-1.0,-1.0,6-2 7-5
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Lapentti N.,Grosjean S.,Grosjean S.,17,32,-1,-1,-1.0,-1.0,1-6 0-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Henman T.,Costa A.,Henman T.,10,31,-1,-1,-1.0,-1.0,6-2 6-3
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Krajicek R.,Hewitt L.,Hewitt L.,37,8,-1,-1,-1.0,-1.0,4-6 5-7
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Kafelnikov Y.,Federer R.,Kafelnikov Y.,5,25,-1,-1,-1.0,-1.0,7-5 6-3
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Escude N.,Kuerten G.,Kuerten G.,41,3,-1,-1,-1.0,-1.0,6-7 6-7
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Pavel A.,Rafter P.,Pavel A.,34,16,-1,-1,-1.0,-1.0,7-6 6-1
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Clement A.,Philippoussis M.,Philippoussis M.,26,13,-1,-1,-1.0,-1.0,3-6 3-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Rusedski G.,Puerta M.,Rusedski G.,89,18,-1,-1,-1.0,-1.0,6-2 6-3
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Santoro F.,Safin M.,Safin M.,36,2,-1,-1,-1.0,-1.0,2-6 4-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Schalken S.,Boutter J.,Schalken S.,29,82,-1,-1,-1.0,-1.0,6-1 6-3
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,2nd Round,3,Hrbaty D.,Squillari F.,Squillari F.,22,12,-1,-1,-1.0,-1.0,7-6 3-6 3-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,3rd Round,3,Chang M.,El Aynaoui Y.,Chang M.,24,21,-1,-1,-1.0,-1.0,7-5 6-2
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,3rd Round,3,Kuerten G.,Grosjean S.,Grosjean S.,3,32,-1,-1,-1.0,-1.0,6-7 3-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,3rd Round,3,Hewitt L.,Henman T.,Hewitt L.,8,10,-1,-1,-1.0,-1.0,3-6 6-3 6-4
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,3rd Round,3,Squillari F.,Kafelnikov Y.,Kafelnikov Y.,12,5,-1,-1,-1.0,-1.0,3-6 5-7
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,3rd Round,3,Pavel A.,Agassi A.,Pavel A.,34,6,-1,-1,-1.0,-1.0,6-3 6-4
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,3rd Round,3,Safin M.,Rusedski G.,Rusedski G.,2,89,-1,-1,-1.0,-1.0,6-7 4-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,3rd Round,3,Schalken S.,Norman M.,Schalken S.,29,4,-1,-1,-1.0,-1.0,4-6 6-3 6-4
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,Quarterfinals,3,Pavel A.,Ferreira W.,Ferreira W.,34,19,-1,-1,-1.0,-1.0,0-6 5-7
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,Quarterfinals,3,Grosjean S.,Chang M.,Grosjean S.,32,24,-1,-1,-1.0,-1.0,7-5 1-6 6-2
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,Quarterfinals,3,Rusedski G.,Hewitt L.,Hewitt L.,89,8,-1,-1,-1.0,-1.0,4-6 4-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,Quarterfinals,3,Kafelnikov Y.,Schalken S.,Kafelnikov Y.,5,29,-1,-1,-1.0,-1.0,4-6 6-1 6-4
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,Semifinals,3,Grosjean S.,Ferreira W.,Ferreira W.,32,19,-1,-1,-1.0,-1.0,4-6 2-6
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,Semifinals,3,Hewitt L.,Kafelnikov Y.,Hewitt L.,8,5,-1,-1,-1.0,-1.0,6-4 6-7 6-3
Stuttgart TMS,2000-10-30,Masters,Indoor,Hard,The Final,5,Hewitt L.,Ferreira W.,Ferreira W.,8,19,-1,-1,-1.0,-1.0,6-7 6-3 7-6 6-7 2-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,Agassi A.,Sargsian S.,Agassi A.,7,93,-1,-1,-1.0,-1.0,6-7 6-1 6-4
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,Boutter J.,Arazi H.,Arazi H.,71,33,-1,-1,-1.0,-1.0,3-6 6-3 4-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,Bachelot J.F,Alami K.,Bachelot J.F,264,47,-1,-1,-1.0,-1.0,5-7 7-6 6-4
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,Guardiola T.,Clement A.,Clement A.,184,25,-1,-1,-1.0,-1.0,5-7 6-4 1-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,El Aynaoui Y.,Ilie A.,El Aynaoui Y.,20,51,-1,-1,-1.0,-1.0,7-6 7-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,Grosjean S.,Enqvist T.,Enqvist T.,18,8,-1,-1,-1.0,-1.0,6-4 3-6 4-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,Federer R.,Escude N.,Federer R.,24,38,-1,-1,-1.0,-1.0,6-3 7-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,di Pasquale A.,Haas T.,Haas T.,60,23,-1,-1,-1.0,-1.0,3-6 3-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,Kucera K.,Pioline C.,Kucera K.,74,15,-1,-1,-1.0,-1.0,6-4 7-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,Pavel A.,Kuerten G.,Kuerten G.,26,2,-1,-1,-1.0,-1.0,6-7 4-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,Llodra M.,Costa A.,Llodra M.,175,34,-1,-1,-1.0,-1.0,6-7 6-1 6-3
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,Ferreira W.,Philippoussis M.,Philippoussis M.,11,14,-1,-1,-1.0,-1.0,3-6 7-6 3-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,Puerta M.,Chang M.,Puerta M.,19,31,-1,-1,-1.0,-1.0,7-6 6-4
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,Gaudio G.,Rafter P.,Rafter P.,32,17,-1,-1,-1.0,-1.0,4-6 6-4 4-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,Sluiter R.,Corretja A.,Sluiter R.,106,9,-1,-1,-1.0,-1.0,6-4 7-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,1st Round,3,Santoro F.,Squillari F.,Squillari F.,35,12,-1,-1,-1.0,-1.0,2-6 6-4 1-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,2nd Round,3,Agassi A.,Haas T.,Agassi A.,7,23,-1,-1,-1.0,-1.0,6-2 6-3
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,2nd Round,3,Philippoussis M.,Arazi H.,Arazi H.,14,33,-1,-1,-1.0,-1.0,3-6 6-3 5-7
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,2nd Round,3,Clement A.,Squillari F.,Clement A.,25,12,-1,-1,-1.0,-1.0,3-6 6-2 6-3
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,2nd Round,3,Bachelot J.F,Enqvist T.,Enqvist T.,264,8,-1,-1,-1.0,-1.0,3-6 7-6 3-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,2nd Round,3,Kucera K.,Federer R.,Kucera K.,74,24,-1,-1,-1.0,-1.0,3-6 6-2 6-3
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,2nd Round,3,Llodra M.,Kuerten G.,Kuerten G.,175,2,-1,-1,-1.0,-1.0,5-7 6-7
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,2nd Round,3,Rafter P.,El Aynaoui Y.,Rafter P.,17,20,-1,-1,-1.0,-1.0,7-6 6-2
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,Quarterfinals,3,Kucera K.,Agassi A.,Agassi A.,74,7,-1,-1,-1.0,-1.0,1-6 5-7
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,Quarterfinals,3,Arazi H.,Enqvist T.,Arazi H.,33,8,-1,-1,-1.0,-1.0,6-7 7-6 6-4
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,Quarterfinals,3,Sluiter R.,Clement A.,Clement A.,106,25,-1,-1,-1.0,-1.0,3-6 6-3 5-7
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,Quarterfinals,3,Rafter P.,Kuerten G.,Rafter P.,17,2,-1,-1,-1.0,-1.0,6-3 6-4
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,Semifinals,3,Arazi H.,Rafter P.,Rafter P.,33,17,-1,-1,-1.0,-1.0,3-6 4-6
Grand Prix de Lyon,2000-11-06,International,Indoor,Carpet,The Final,3,Clement A.,Rafter P.,Clement A.,25,17,-1,-1,-1.0,-1.0,7-6 7-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Portas A.,Bjorkman J.,Bjorkman J.,50,49,-1,-1,-1.0,-1.0,2-6 2-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Calatrava A.,Koubek S.,Calatrava A.,58,53,-1,-1,-1.0,-1.0,6-2 6-2
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Vicente F.,Hantschk M.,Hantschk M.,42,72,-1,-1,-1.0,-1.0,4-6 4-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Hrbaty D.,Massu N.,Hrbaty D.,22,75,-1,-1,-1.0,-1.0,6-3 6-4
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Martin A.,Johansson T.,Johansson T.,81,55,-1,-1,-1.0,-1.0,3-6 3-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Kafelnikov Y.,Ulihrach B.,Kafelnikov Y.,5,80,-1,-1,-1.0,-1.0,6-3 6-1
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Novak J.,Palmer J.,Palmer J.,48,761,-1,-1,-1.0,-1.0,0-6 2-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Prinosil D.,Pozzi G.,Prinosil D.,43,45,-1,-1,-1.0,-1.0,3-6 6-4 7-5
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Cherkasov A.,Ruud C.,Ruud C.,212,157,-1,-1,-1.0,-1.0,5-7 5-7
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Safin M.,Kornienko I.,Safin M.,3,693,-1,-1,-1.0,-1.0,7-6 6-1
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Ivanisevic G.,Schalken S.,Schalken S.,124,27,-1,-1,-1.0,-1.0,6-3 2-6 3-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Schuettler R.,Levy H.,Schuettler R.,57,59,-1,-1,-1.0,-1.0,6-1 6-3
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Rosset M.,Stoliarov A.,Stoliarov A.,30,118,-1,-1,-1.0,-1.0,6-1 4-6 3-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Voltchkov V.,Gustafsson M.,Voltchkov V.,56,65,-1,-1,-1.0,-1.0,6-3 6-2
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Ketola T.,Woodruff C.,Woodruff C.,145,83,-1,-1,-1.0,-1.0,7-6 3-6 4-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,1st Round,3,Zabaleta M.,Mirnyi M.,Zabaleta M.,63,40,-1,-1,-1.0,-1.0,6-3 6-4
St. Petersburg Open,2000-11-06,International,Indoor,Hard,2nd Round,3,Stoliarov A.,Bjorkman J.,Bjorkman J.,118,49,-1,-1,-1.0,-1.0,4-6 3-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,2nd Round,3,Calatrava A.,Hantschk M.,Calatrava A.,58,72,-1,-1,-1.0,-1.0,6-3 6-1
St. Petersburg Open,2000-11-06,International,Indoor,Hard,2nd Round,3,Johansson T.,Hrbaty D.,Hrbaty D.,55,22,-1,-1,-1.0,-1.0,4-6 3-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,2nd Round,3,Kafelnikov Y.,Ruud C.,Kafelnikov Y.,5,157,-1,-1,-1.0,-1.0,6-1 7-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,2nd Round,3,Schalken S.,Palmer J.,Palmer J.,27,761,-1,-1,-1.0,-1.0,7-5 3-6 2-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,2nd Round,3,Safin M.,Woodruff C.,Safin M.,3,83,-1,-1,-1.0,-1.0,6-3 6-1
St. Petersburg Open,2000-11-06,International,Indoor,Hard,2nd Round,3,Prinosil D.,Schuettler R.,Schuettler R.,43,57,-1,-1,-1.0,-1.0,2-6 3-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,2nd Round,3,Voltchkov V.,Zabaleta M.,Voltchkov V.,56,63,-1,-1,-1.0,-1.0,7-5 6-2
St. Petersburg Open,2000-11-06,International,Indoor,Hard,Quarterfinals,3,Palmer J.,Bjorkman J.,Bjorkman J.,761,49,-1,-1,-1.0,-1.0,1-6 3-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,Quarterfinals,3,Hrbaty D.,Voltchkov V.,Hrbaty D.,22,56,-1,-1,-1.0,-1.0,6-2 4-6 6-4
St. Petersburg Open,2000-11-06,International,Indoor,Hard,Quarterfinals,3,Calatrava A.,Kafelnikov Y.,Kafelnikov Y.,58,5,-1,-1,-1.0,-1.0,3-6 4-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,Quarterfinals,3,Safin M.,Schuettler R.,Safin M.,3,57,-1,-1,-1.0,-1.0,6-4 1-6 6-3
St. Petersburg Open,2000-11-06,International,Indoor,Hard,Semifinals,3,Kafelnikov Y.,Hrbaty D.,Hrbaty D.,5,22,-1,-1,-1.0,-1.0,5-7 3-6
St. Petersburg Open,2000-11-06,International,Indoor,Hard,Semifinals,3,Safin M.,Bjorkman J.,Safin M.,3,49,-1,-1,-1.0,-1.0,6-4 6-4
St. Petersburg Open,2000-11-06,International,Indoor,Hard,The Final,3,Hrbaty D.,Safin M.,Safin M.,22,3,-1,-1,-1.0,-1.0,6-2 4-6 4-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,1st Round,3,Bastl G.,Llodra M.,Bastl G.,95,166,-1,-1,-1.0,-1.0,6-4 7-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,1st Round,3,Black B.,Boutter J.,Boutter J.,36,72,-1,-1,-1.0,-1.0,4-6 7-6 4-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,1st Round,3,Chang M.,di Pasquale A.,Chang M.,29,60,-1,-1,-1.0,-1.0,6-2 7-5
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,1st Round,3,Rusedski G.,Clement A.,Clement A.,67,18,-1,-1,-1.0,-1.0,6-7 5-7
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,1st Round,3,Costa A.,O'Brien A.,Costa A.,32,221,-1,-1,-1.0,-1.0,7-5 6-3
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,1st Round,3,Rochus C.,Haas T.,Haas T.,79,25,-1,-1,-1.0,-1.0,5-7 4-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,1st Round,3,Hrbaty D.,Federer R.,Hrbaty D.,19,24,-1,-1,-1.0,-1.0,4-6 6-2 6-2
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,1st Round,3,Escude N.,Mirnyi M.,Mirnyi M.,42,39,-1,-1,-1.0,-1.0,6-3 3-6 4-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,1st Round,3,Pozzi G.,Kucera K.,Pozzi G.,45,69,-1,-1,-1.0,-1.0,4-6 7-5 7-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,1st Round,3,Gaudio G.,Prinosil D.,Prinosil D.,30,44,-1,-1,-1.0,-1.0,2-6 1-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,1st Round,3,Rosset M.,Vicente F.,Rosset M.,31,41,-1,-1,-1.0,-1.0,6-4 6-7 6-3
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,1st Round,3,Moya C.,Santoro F.,Santoro F.,38,37,-1,-1,-1.0,-1.0,7-6 4-6 3-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,1st Round,3,Woodruff C.,Novak J.,Woodruff C.,77,48,-1,-1,-1.0,-1.0,4-6 7-5 6-3
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Levy H.,Chang M.,Chang M.,59,29,-1,-1,-1.0,-1.0,7-6 4-6 4-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Corretja A.,Clement A.,Corretja A.,8,18,-1,-1,-1.0,-1.0,6-2 6-7 6-3
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Henman T.,Costa A.,Costa A.,10,32,-1,-1,-1.0,-1.0,4-6 4-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Ferreira W.,Mirnyi M.,Ferreira W.,11,39,-1,-1,-1.0,-1.0,6-4 2-6 6-4
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Lapentti N.,Ferrero J.C.,Ferrero J.C.,23,13,-1,-1,-1.0,-1.0,5-7 6-3 3-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Gambill J.M.,Huet S.,Gambill J.M.,34,118,-1,-1,-1.0,-1.0,6-3 7-5
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Haas T.,Grosjean S.,Grosjean S.,25,21,-1,-1,-1.0,-1.0,5-7 4-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Kafelnikov Y.,Gustafsson M.,Kafelnikov Y.,5,89,-1,-1,-1.0,-1.0,7-6 6-4
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Woodruff C.,Kuerten G.,Kuerten G.,77,3,-1,-1,-1.0,-1.0,3-6 6-7
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Philippoussis M.,Hrbaty D.,Philippoussis M.,14,19,-1,-1,-1.0,-1.0,1-6 7-6 7-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Enqvist T.,Pozzi G.,Pozzi G.,9,45,-1,-1,-1.0,-1.0,2-6 6-1 6-7
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Prinosil D.,Squillari F.,Prinosil D.,44,12,-1,-1,-1.0,-1.0,6-3 6-3
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Boutter J.,Rafter P.,Rafter P.,72,16,-1,-1,-1.0,-1.0,3-6 2-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Rosset M.,Pioline C.,Rosset M.,31,15,-1,-1,-1.0,-1.0,7-5 7-5
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Bastl G.,Safin M.,Safin M.,95,2,-1,-1,-1.0,-1.0,5-7 4-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,2nd Round,3,Santoro F.,Norman M.,Santoro F.,37,4,-1,-1,-1.0,-1.0,6-2 6-4
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,3rd Round,3,Ferreira W.,Corretja A.,Corretja A.,11,8,-1,-1,-1.0,-1.0,3-6 4-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,3rd Round,3,Costa A.,Pozzi G.,Costa A.,32,45,-1,-1,-1.0,-1.0,6-2 6-4
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,3rd Round,3,Gambill J.M.,Ferrero J.C.,Ferrero J.C.,34,13,-1,-1,-1.0,-1.0,6-4 5-7 4-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,3rd Round,3,Kuerten G.,Rafter P.,Kuerten G.,3,16,-1,-1,-1.0,-1.0,6-4 7-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,3rd Round,3,Kafelnikov Y.,Philippoussis M.,Philippoussis M.,5,14,-1,-1,-1.0,-1.0,4-6 2-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,3rd Round,3,Prinosil D.,Chang M.,Prinosil D.,44,29,-1,-1,-1.0,-1.0,4-6 7-6 6-4
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,3rd Round,3,Grosjean S.,Safin M.,Safin M.,21,2,-1,-1,-1.0,-1.0,2-6 6-7
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,3rd Round,3,Santoro F.,Rosset M.,Santoro F.,37,31,-1,-1,-1.0,-1.0,6-4 3-6 7-6
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,Quarterfinals,3,Santoro F.,Ferrero J.C.,Ferrero J.C.,37,13,-1,-1,-1.0,-1.0,4-6 6-7
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,Quarterfinals,3,Kuerten G.,Costa A.,Kuerten G.,3,32,-1,-1,-1.0,-1.0,6-3 6-4
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,Quarterfinals,3,Prinosil D.,Philippoussis M.,Philippoussis M.,44,14,-1,-1,-1.0,-1.0,6-4 4-6 6-7
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,Quarterfinals,3,Safin M.,Corretja A.,Safin M.,2,8,-1,-1,-1.0,-1.0,7-6 6-3
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,Semifinals,3,Kuerten G.,Philippoussis M.,Philippoussis M.,3,14,-1,-1,-1.0,-1.0,6-7 6-7
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,Semifinals,3,Safin M.,Ferrero J.C.,Safin M.,2,13,-1,-1,-1.0,-1.0,6-2 6-2
BNP Paribas,2000-11-13,Masters,Indoor,Carpet,The Final,5,Philippoussis M.,Safin M.,Safin M.,14,2,-1,-1,-1.0,-1.0,6-3 6-7 4-6 6-3 6-7
Samsung Open,2000-11-20,International,Indoor,Hard,1st Round,3,Childs L.,Sargsian S.,Childs L.,424,92,-1,-1,-1.0,-1.0,6-3 7-6
Samsung Open,2000-11-20,International,Indoor,Hard,1st Round,3,Lee M.,Cowan B.,Cowan B.,181,171,-1,-1,-1.0,-1.0,6-7 4-6
Samsung Open,2000-11-20,International,Indoor,Hard,1st Round,3,Furlan R.,Rochus C.,Furlan R.,300,75,-1,-1,-1.0,-1.0,5-7 6-3 7-6
Samsung Open,2000-11-20,International,Indoor,Hard,1st Round,3,Arthurs W.,Goellner M.K.,Goellner M.K.,84,210,-1,-1,-1.0,-1.0,0-6 6-7
Samsung Open,2000-11-20,International,Indoor,Hard,1st Round,3,Goldstein P.,Rusedski G.,Goldstein P.,83,69,-1,-1,-1.0,-1.0,7-6 6-3
Samsung Open,2000-11-20,International,Indoor,Hard,1st Round,3,Tabara M.,Henman T.,Henman T.,96,10,-1,-1,-1.0,-1.0,0-6 2-6
Samsung Open,2000-11-20,International,Indoor,Hard,1st Round,3,Hrbaty D.,Spadea V.,Hrbaty D.,19,230,-1,-1,-1.0,-1.0,6-1 6-2
Samsung Open,2000-11-20,International,Indoor,Hard,1st Round,3,Pozzi G.,Ivanisevic G.,Ivanisevic G.,42,134,-1,-1,-1.0,-1.0,6-3 5-7 5-7
Samsung Open,2000-11-20,International,Indoor,Hard,1st Round,3,Lee H.T.,Sekulov J.,Lee H.T.,99,244,-1,-1,-1.0,-1.0,6-1 6-2
Samsung Open,2000-11-20,International,Indoor,Hard,1st Round,3,Santoro F.,Ljubicic I.,Ljubicic I.,31,89,-1,-1,-1.0,-1.0,6-7 2-6
Samsung Open,2000-11-20,International,Indoor,Hard,1st Round,3,Nargiso D.,Freelove O.,Nargiso D.,149,620,-1,-1,-1.0,-1.0,5-7 6-3 6-4
